year,scenario,iceOut,eggMass,temperatureIndex,precipitationIndex,survivorship,meanAprilTemp,tempStart,tempEnd,precipStart,precipEnd
2044,SSP585,107,129,1.076808894882768,0.2691334058532702,0.7174759166391924,5.968704505943133,107,129,119,139
2045,SSP585,110,132,2.6379453475940857,0.3569035209430592,0.6620241065742466,5.021322817543133,110,132,122,142
2046,SSP585,112,134,1.7887175508193098,0.24576904710375358,0.6306469676260043,4.407706759943133,112,134,124,144
2047,SSP585,110,132,1.386573020463651,0.5084580760069733,0.8647929670059488,4.943196635143134,110,132,122,142
2048,SSP585,109,131,1.3420203066297316,0.28699191351052245,0.7111180666643322,5.1729974763431334,109,131,121,141
2049,SSP585,113,135,2.431438929649313,0.32627721709937035,0.6509239820225671,3.989406158343133,113,135,125,145
2050,SSP585,108,130,1.816509485064514,0.2665442533627093,0.6490361635368563,5.601775938343133,108,130,120,140
2051,SSP585,108,130,0.7361708690645141,0.2595831932077013,0.7370757428915562,5.678071038343133,108,130,120,140
2052,SSP585,107,129,1.1107768002740726,0.3391639483727951,0.7730646546855895,6.026587055143134,107,129,119,139
2053,SSP585,109,131,1.908844646851039,0.40720037766197203,0.7675944266889995,5.368923293143133,109,131,121,141
2054,SSP585,107,129,1.926124135799728,0.20537973795737913,0.5746111903883541,6.004207159143133,107,129,119,139
2055,SSP585,108,130,2.0150094321949488,0.35172854173533635,0.7124076261907429,5.724560185943133,108,130,120,140
2056,SSP585,104,126,1.543912837001454,0.40591574667741187,0.7924890346326032,6.8315512235431335,104,126,116,136
2057,SSP585,106,128,1.297334905665377,0.3307716244566901,0.7524445411496666,6.1382830815431335,106,128,118,138
2058,SSP585,107,129,1.4451332879736414,0.3475760263782877,0.7548120018290184,5.837578660743134,107,129,119,139
2059,SSP585,107,129,2.009186279451902,0.23558581703690123,0.598471235451966,5.9078718795431335,107,129,119,139
2060,SSP585,107,129,1.857539970361029,0.4114905113512856,0.7746646922877258,5.974909840743133,107,129,119,139
2061,SSP585,104,126,1.4522109488749353,0.21003171557047157,0.6264575930244508,6.756985479143133,104,126,116,136
2062,SSP585,104,126,1.5975033567010222,0.2989419388484143,0.7000888156621203,6.940297172743134,104,126,116,136
2063,SSP585,107,129,2.2762854730171194,0.3874263909216232,0.7223155436988278,5.956192109543133,107,129,119,139
2064,SSP585,103,125,1.257191029127972,0.3219413533395364,0.7482840893064796,7.303156668343133,103,125,115,135
2065,SSP585,106,128,2.1556879524479857,0.2847751726362032,0.6352273720540209,6.326884568743134,106,128,118,138
2066,SSP585,105,127,2.226690648226678,0.3076198667672285,0.6515256691070698,6.661260560343133,105,127,117,137
2067,SSP585,103,125,2.232293669697106,0.28196350818230126,0.6249667034969913,7.109672294743134,103,125,115,135
2068,SSP585,105,127,1.9229848876575444,0.2643081910846186,0.6366749906003203,6.557804404743133,105,127,117,137
2069,SSP585,104,126,2.366159903309718,0.3338497748759993,0.6644901384994961,6.899301272343133,104,126,116,136
2070,SSP585,101,123,1.2668922706457952,0.3614964741974059,0.7789063714515332,7.712912218743133,101,123,113,133
2071,SSP585,105,127,2.6615063746614607,0.2547404047375466,0.5532002467246674,6.5515990699431335,105,127,117,137
2072,SSP585,102,124,1.7136498388197081,0.3288094326809622,0.7172710347761175,7.502744649943134,102,124,114,134
2073,SSP585,103,125,2.795019789871019,0.42698506891236093,0.7141000874977622,7.111706830743133,103,125,115,135
2074,SSP585,105,127,2.68313437692233,0.36471122983540866,0.6655127282318565,6.615890407543134,105,127,117,137
2075,SSP585,102,124,2.4440774108671026,0.3786746544382447,0.7001789608440158,7.338659321543133,102,124,114,134
2076,SSP585,99,121,1.8852595414601332,0.23608473704618843,0.6112389639554175,8.429272344343133,99,121,111,131
2077,SSP585,99,121,1.7154049335075274,0.301328230411689,0.6919960122117828,8.3419907499431325,99,121,111,131
2078,SSP585,98,120,1.4196604007644809,0.37566216143884235,0.7787513265882305,8.789080035943133,98,120,110,130
2079,SSP585,103,125,2.643358399784063,0.5653263401699707,0.8300594260237882,7.056876085543133,103,125,115,135
2080,SSP585,100,122,2.5673889980292666,0.3002864140885273,0.6112760754603781,8.243315753943133,100,122,112,132
2081,SSP585,101,123,3.273917805602317,0.288600257891013,0.5272837303140401,7.969467208343133,101,123,113,133
2082,SSP585,99,121,2.4662814046379617,0.3652131151876335,0.6856394774653406,8.331411162743134,99,121,111,131
2083,SSP585,98,120,2.1766404798949153,0.29786282558399824,0.6464711593629288,8.612990945143133,98,120,110,130
2084,SSP585,98,120,1.8990590030253505,0.23629878238251278,0.6101063112686419,8.730281945543133,98,120,110,130
2085,SSP585,98,120,1.8075048830253506,0.43768404257722643,0.7974832613317269,8.650528134343134,98,120,110,130
2086,SSP585,101,123,3.1251755323849255,0.28720732785631736,0.5410602904082022,7.835696466343133,101,123,113,133
2087,SSP585,100,122,2.5403057424244873,0.3387809360194356,0.6531802555705678,7.985946949943133,100,122,112,132
2088,SSP585,99,121,2.3988914233731764,0.40903163303344586,0.731105825801687,8.360911934743132,99,121,111,131
2089,SSP585,99,121,2.400070526551006,0.3249458971214472,0.6525393574060195,8.483289275143132,99,121,111,131
2090,SSP585,100,122,2.572681402250574,0.44954689954092725,0.7514664456018633,8.272206165143132,100,122,112,132
2091,SSP585,99,121,2.7550086004640493,0.22841524769386706,0.5148117187401461,8.585016075143134,99,121,111,131
2092,SSP585,94,116,2.5445818925905677,0.25764349125522,0.5682474307512982,10.023738207543133,94,116,106,126
2093,SSP585,98,120,3.0465373070253503,0.3418670780914769,0.6076238002267386,8.761613799943133,98,120,110,130
2094,SSP585,98,120,3.0409644475470894,0.44662007517068203,0.7109491381219474,8.684810065943132,98,120,110,130
2095,SSP585,100,122,2.5550340139027483,0.3230258625686415,0.635924885105072,8.252471165943133,100,122,112,132
2096,SSP585,95,117,2.096497453112307,0.39404360313668774,0.7425723651844224,9.620900079543134,95,117,107,127
2097,SSP585,98,120,2.945562400764481,0.46859210039037347,0.7380771095467746,8.788978309143133,98,120,110,130
2098,SSP585,100,122,3.0845883514679655,0.5464138072233128,0.7892697246755789,8.143318309543133,100,122,112,132
2099,SSP585,98,120,2.776253622329698,0.40997867166114754,0.7002316070359028,8.686234241143133,98,120,110,130
2100,SSP585,96,118,3.190104782155785,0.374566081071665,0.6275421485841968,9.415310216743134,96,118,108,128
